365nm,405nm,473nm,530nm,575nm,621nm,660nm,735nm,770nm,830nm,850nm,890nm,940nm,label
4.82,11.78,39.88,55.08,0.43,22.48,3.22,121.8,21.91,73.89,100.69,11.72,27.72,16
4.76,10.37,38.55,53.01,0.16,21.6,2.99,119.13,20.81,72.44,99.9,12.47,27.2,16
4.59,11.13,39.22,52.91,0.24,21.36,2.9,122.61,21.82,73.07,100.1,11.99,27.05,16
4.99,12.54,42.97,57.84,0.3,24.02,3.45,127.05,22.29,75.0,103.89,12.76,28.19,16
4.88,11.06,40.51,53.91,0.35,22.32,3.15,123.75,21.1,73.4,100.81,12.31,27.78,16
4.32,11.41,39.02,51.55,0.23,22.16,3.06,118.52,20.23,71.53,99.86,12.08,26.6,16
5.58,12.36,43.0,56.95,0.3,24.32,3.83,124.58,21.28,74.29,103.81,12.53,27.41,16
4.17,12.07,41.92,54.9,0.24,23.57,3.72,122.39,20.96,73.4,103.12,11.29,27.53,16
3.51,9.69,38.57,52.95,0.17,21.04,2.61,119.11,21.16,73.18,99.72,10.23,25.9,16
3.45,9.64,36.47,47.74,0.44,19.22,2.47,115.51,20.97,71.49,97.93,11.14,26.39,16
3.66,11.06,38.66,53.09,0.28,21.95,3.13,121.2,21.2,73.96,99.6,12.08,26.44,16
3.65,11.19,40.33,54.81,0.35,22.79,3.03,123.88,21.4,74.79,102.34,12.57,27.24,16
4.6,11.6,40.7,54.98,0.21,22.8,3.39,124.97,22.0,74.65,102.16,12.06,27.19,16
4.19,10.93,40.23,53.42,0.31,22.49,3.19,124.1,21.04,73.91,102.22,12.11,26.98,16
4.88,11.87,41.93,55.07,0.28,24.07,3.72,126.47,21.89,73.83,101.23,11.91,27.65,16
3.86,10.97,40.29,53.32,0.34,22.54,3.44,123.08,20.86,72.67,100.58,11.6,26.46,16
4.17,11.8,42.09,55.0,0.24,23.71,3.49,122.71,21.51,73.35,102.64,11.9,27.58,16
4.48,12.62,43.03,57.09,0.33,24.5,4.26,126.13,22.0,73.72,103.36,11.87,27.3,16
3.35,9.97,38.35,52.34,0.36,20.58,2.72,121.22,22.09,73.48,100.39,11.33,25.92,16
4.11,10.69,39.94,54.3,0.4,21.89,3.22,123.49,22.11,74.81,102.35,11.72,26.31,16
3.8,10.39,38.53,52.57,0.61,22.27,2.78,120.52,21.83,73.6,100.77,11.77,26.37,16
4.22,11.79,41.73,55.98,0.32,22.96,3.5,126.53,22.18,74.46,102.88,12.1,26.01,16
4.58,11.26,39.52,54.03,0.35,22.66,3.06,124.98,22.09,74.24,102.03,12.18,27.22,16
3.68,10.55,39.81,53.57,0.3,22.42,3.23,126.34,21.9,73.52,102.71,11.84,27.01,16
4.1,11.02,40.33,54.35,0.45,22.32,3.67,125.71,21.98,74.46,101.22,11.85,26.94,16
5.05,11.76,42.37,56.16,0.47,24.41,3.72,125.73,21.96,74.54,103.0,12.07,26.98,16
4.22,11.33,40.87,53.18,0.41,22.86,3.13,122.48,20.12,72.72,101.19,10.95,26.78,16
4.09,11.23,40.17,52.67,0.29,22.8,3.13,119.2,21.23,72.3,99.77,10.75,26.25,16
3.53,10.04,37.38,52.13,0.17,21.3,2.63,120.53,21.62,73.51,98.83,10.81,25.72,16
4.04,9.41,38.65,51.71,0.52,21.23,2.65,120.7,21.56,73.54,100.5,11.76,26.03,16
4.48,10.81,39.02,52.76,0.25,21.75,2.6,121.4,22.0,73.96,100.52,10.24,26.99,16
4.26,11.07,40.73,54.16,0.36,22.3,2.88,123.4,22.46,74.92,101.12,11.58,26.81,16
4.13,10.54,40.12,54.0,0.26,21.95,2.85,122.39,21.5,73.62,100.2,11.19,27.02,16
4.47,11.27,40.0,53.81,0.54,23.13,3.05,124.32,21.59,73.8,100.56,11.6,27.28,16
4.49,10.66,38.84,51.86,0.42,21.7,3.15,119.57,20.89,72.28,99.28,12.14,26.98,16
5.31,12.35,42.48,56.78,0.34,23.94,3.31,124.0,22.77,74.95,103.8,12.6,27.98,16
4.41,11.8,41.79,54.64,0.13,23.14,3.09,122.75,21.15,73.39,102.07,12.15,27.27,16
3.91,10.71,38.57,51.16,0.36,20.45,2.91,114.16,20.09,69.95,97.51,11.14,25.92,16
3.25,9.58,38.42,50.87,0.24,20.21,3.04,119.53,21.26,74.49,99.62,10.03,26.82,16
4.07,10.09,37.99,51.19,0.28,20.24,2.5,118.85,21.19,72.85,97.81,10.7,26.75,16
3.68,10.6,40.62,54.55,0.44,23.03,3.35,122.88,23.02,76.67,101.05,11.01,27.22,16
4.46,11.27,40.81,55.82,0.19,23.17,3.58,123.68,22.92,74.73,100.37,11.87,27.02,16
3.79,10.5,39.24,52.97,0.4,22.04,3.03,121.02,21.89,73.22,99.64,11.3,26.58,16
3.49,9.49,38.37,50.46,0.32,21.37,3.12,118.78,20.45,72.68,99.63,11.27,26.51,16
4.06,10.38,39.68,51.58,0.35,21.89,3.16,119.57,20.62,71.89,98.82,11.49,26.78,16
3.4,10.35,39.03,51.39,0.31,21.78,3.44,118.87,21.09,72.41,99.07,11.39,26.72,16
3.84,10.63,39.5,52.49,0.2,21.81,3.55,118.62,21.09,72.85,100.12,11.49,26.58,16
3.15,10.23,37.71,50.8,0.36,20.72,3.7,115.71,19.07,70.36,97.91,11.11,25.81,16
4.17,10.31,40.27,53.59,0.14,22.09,3.38,124.97,22.8,77.3,100.82,11.07,27.3,16
4.56,11.07,40.36,53.56,0.44,22.94,3.27,122.68,22.41,75.78,101.7,11.2,27.43,16
3.86,10.14,39.16,52.28,0.26,22.62,2.94,121.09,21.86,75.76,100.38,11.4,27.59,16
4.22,9.89,38.02,51.04,0.48,21.35,3.29,117.38,20.89,73.35,99.32,11.12,26.99,16
3.99,10.49,38.35,51.61,0.53,21.86,3.46,119.07,21.13,73.06,99.78,11.66,27.11,16
3.47,9.96,36.74,50.24,0.39,20.27,3.16,118.43,20.79,72.33,98.87,11.05,27.02,16
3.96,10.53,39.87,52.26,0.31,21.88,3.21,120.24,21.85,72.34,99.92,11.61,27.02,16
4.3,11.78,41.68,54.64,0.35,23.86,3.68,123.69,22.63,75.87,103.31,12.18,28.33,16
4.7,11.26,42.14,54.95,0.34,23.06,3.35,125.05,21.48,74.75,102.24,11.72,27.39,16
4.29,10.77,40.4,52.16,0.38,21.29,3.07,119.29,20.75,72.19,99.69,12.05,27.13,16
3.76,10.58,38.47,51.11,0.07,20.81,2.94,121.02,21.34,75.48,97.88,11.18,26.02,16
4.16,9.95,37.6,50.66,0.43,19.94,2.9,119.79,20.77,73.61,98.98,10.62,27.16,16
4.28,11.18,39.96,53.29,0.48,21.87,3.49,121.08,21.69,74.52,100.53,11.74,27.47,16
3.97,10.8,37.59,50.93,0.32,20.59,3.72,118.64,21.53,74.74,100.08,12.11,26.89,16
4.33,11.58,39.7,52.74,0.13,22.36,3.67,122.48,21.93,75.39,100.53,12.36,27.61,16
3.99,11.45,40.02,54.11,0.16,22.3,3.26,123.7,21.34,74.6,101.69,12.05,26.95,16
4.35,11.17,38.42,51.46,0.41,21.26,3.18,120.15,21.13,73.23,100.42,12.52,26.4,16
4.19,11.75,40.99,54.26,0.31,22.76,3.72,124.66,22.58,74.16,102.83,12.61,27.25,16
4.72,11.64,40.33,52.92,0.27,22.36,3.67,122.7,21.67,73.05,101.2,12.83,27.22,16
4.39,10.85,38.81,51.25,0.52,21.09,3.08,117.7,20.62,71.16,98.68,11.35,25.95,16
3.83,10.12,36.26,48.88,0.2,18.89,2.71,114.94,20.3,73.34,94.87,9.26,25.66,16
5.0,10.59,38.2,50.46,0.41,20.54,3.48,118.09,21.83,75.52,98.76,11.31,26.95,16
4.86,11.75,39.61,52.95,0.5,21.84,3.4,120.83,22.15,75.6,101.38,11.76,28.18,16
4.73,11.18,39.01,51.94,0.42,21.89,3.57,118.26,22.07,74.0,100.11,11.49,25.79,16
3.97,10.77,38.82,52.23,0.25,22.25,3.27,121.37,21.58,74.94,100.56,11.39,27.59,16
4.8,12.37,41.03,55.18,0.47,23.36,3.76,124.57,21.98,75.74,101.42,11.39,28.15,16
4.39,11.17,40.04,52.42,0.44,22.41,3.77,120.57,21.81,74.74,100.48,12.01,26.99,16
4.32,11.24,39.54,52.15,0.3,22.65,3.71,120.77,22.41,74.45,100.87,11.71,27.11,16
3.66,10.68,38.05,50.9,0.07,21.21,3.01,116.0,20.21,70.7,97.07,11.45,25.94,16
3.35,9.5,36.18,47.69,0.13,19.26,2.84,109.66,18.62,67.4,93.69,10.85,25.28,16
3.69,9.61,36.77,49.53,0.13,20.48,2.93,115.97,20.86,73.97,95.92,9.89,25.56,16
4.23,11.56,39.72,53.2,0.42,22.11,3.22,119.69,22.37,75.88,99.34,11.21,27.4,16
4.43,11.74,39.55,51.83,0.16,22.24,3.18,120.17,21.48,75.69,100.85,11.72,27.11,16
4.0,11.26,39.97,53.43,0.1,22.47,3.5,120.54,21.84,75.8,101.48,11.46,26.36,16
3.55,10.32,37.48,50.33,0.3,20.61,3.08,115.91,21.45,72.68,97.89,10.32,26.17,16
3.41,10.53,38.1,50.94,0.22,22.49,3.56,116.85,21.36,74.07,99.33,11.67,26.94,16
4.19,10.67,38.64,50.52,0.37,21.8,3.26,116.68,21.94,73.07,99.8,10.74,26.43,16
3.44,10.35,37.39,49.58,0.3,20.79,3.36,115.35,20.76,72.08,98.31,11.38,26.5,16
2.95,10.23,36.51,48.6,0.15,19.97,2.57,111.07,19.31,68.65,95.62,10.8,25.12,16
2.92,9.25,35.44,45.59,0.17,18.58,2.49,106.12,17.76,66.48,91.78,10.83,24.33,16
3.45,10.43,37.01,51.55,0.49,21.16,3.2,114.55,20.97,72.12,97.91,10.66,26.54,16
4.38,11.29,39.74,54.16,0.6,22.49,4.14,119.3,22.7,73.6,99.81,11.71,26.96,16
4.11,10.74,39.44,53.08,0.43,21.63,3.22,118.25,21.32,73.15,98.8,11.36,26.95,16
4.7,10.97,39.06,52.2,0.57,21.51,3.44,118.07,21.68,72.69,98.89,11.71,27.37,16
4.89,10.79,41.31,54.11,0.53,21.9,3.99,121.77,21.91,73.55,99.73,11.79,27.96,16
4.74,12.04,41.24,54.94,0.47,23.44,4.48,124.26,22.49,74.46,101.02,11.75,27.28,16
4.57,10.35,39.48,52.01,0.64,21.45,3.42,120.34,21.09,72.22,99.78,11.01,27.53,16
5.24,11.76,40.75,54.77,0.55,21.9,4.38,121.63,21.68,71.82,100.56,11.68,28.03,16
5.21,11.62,42.18,55.65,0.44,23.95,4.35,123.39,21.94,73.05,103.12,12.12,27.82,16
5.75,13.86,46.22,60.7,0.56,26.35,5.33,128.39,22.61,75.74,105.26,11.95,28.3,16
4.88,10.71,39.64,54.76,0.31,21.99,3.59,120.79,22.22,74.39,101.36,10.94,27.52,16
4.59,11.05,39.34,54.04,0.36,22.32,3.62,120.05,22.05,73.8,100.26,10.69,27.65,16
5.39,11.78,41.78,55.16,0.43,22.91,4.28,121.9,21.95,74.68,100.78,11.66,28.43,16
4.76,10.77,40.14,53.15,0.3,21.76,4.09,118.63,21.61,72.49,100.24,11.51,27.34,16
4.9,10.93,39.75,52.06,0.82,22.0,3.51,121.52,21.37,72.21,101.93,11.67,28.02,16
5.51,12.22,42.86,57.23,0.43,24.67,4.04,128.29,22.05,75.0,103.78,11.68,28.55,16
5.3,10.89,40.99,53.11,0.56,23.1,3.66,123.61,21.94,73.63,100.85,11.6,27.08,16
5.23,10.95,39.86,51.83,0.3,21.72,3.68,118.83,20.88,71.41,99.39,11.12,27.75,16
5.91,12.13,43.42,56.53,0.51,24.38,3.75,124.62,22.21,74.75,103.62,11.68,27.56,16
5.66,11.39,42.23,54.36,0.39,22.61,3.9,121.77,21.51,72.8,102.92,11.61,28.13,16
3.78,10.08,38.13,52.49,0.49,21.09,3.29,119.52,21.13,72.65,99.51,10.19,26.31,16
3.92,8.92,35.73,49.21,0.43,19.3,3.33,115.44,20.33,70.87,97.17,9.95,26.18,16
4.78,10.57,39.53,52.72,0.55,21.88,3.31,120.15,21.37,72.57,99.69,10.78,27.98,16
4.56,10.49,40.66,54.83,0.55,23.11,3.87,122.66,21.48,74.2,100.64,11.32,27.47,16
5.4,10.94,41.18,55.51,0.44,22.97,3.55,124.52,21.82,74.89,102.98,11.53,28.24,16
4.78,10.94,40.19,53.55,0.4,21.88,3.39,123.71,21.68,74.42,102.11,11.44,27.36,16
5.42,12.12,41.56,55.45,0.57,23.7,4.22,126.3,22.35,74.86,102.03,11.62,27.13,16
5.0,11.22,40.06,53.29,0.33,22.09,3.26,122.22,20.96,72.11,100.23,11.48,27.37,16
4.72,11.66,41.81,55.06,0.5,23.39,3.46,122.67,21.01,73.79,101.78,10.66,26.93,16
5.23,11.94,44.64,56.88,0.6,24.91,4.06,125.77,22.27,74.06,102.62,11.57,28.34,16
4.28,9.85,39.03,52.11,0.44,21.27,3.85,121.81,22.26,73.6,100.3,10.67,26.92,16
4.46,11.17,40.8,54.47,0.54,21.65,3.43,123.33,22.32,74.32,102.27,11.24,27.2,16
4.5,10.72,39.03,52.28,0.42,22.05,3.42,121.14,21.25,73.73,101.24,10.59,27.87,16
5.26,11.78,41.18,56.35,0.48,23.34,4.49,126.49,21.93,74.86,102.39,11.77,27.77,16
4.87,11.59,40.06,53.49,0.82,22.41,4.18,124.16,21.53,74.06,101.68,12.55,28.23,16
4.2,11.4,40.44,52.93,0.61,22.57,3.8,126.43,21.84,73.67,102.24,11.14,27.44,16
4.97,12.37,40.48,52.9,0.73,22.75,3.97,125.81,21.71,73.43,101.48,11.82,28.22,16
4.94,12.09,42.25,55.29,0.61,23.71,4.29,126.85,21.95,73.66,102.66,11.53,28.36,16
4.25,11.34,41.13,53.95,0.38,22.1,4.03,120.65,20.81,72.77,100.67,12.05,27.86,16
4.82,11.01,40.78,52.49,0.58,22.55,3.65,118.84,20.91,71.93,100.36,11.83,27.91,16
4.11,9.93,38.24,51.85,0.47,20.28,3.65,120.47,22.19,73.88,99.06,10.97,26.01,16
4.49,9.34,38.18,50.93,0.56,20.74,2.99,119.81,21.33,73.75,100.7,10.42,26.63,16
3.92,9.96,39.32,53.02,0.63,21.39,3.55,122.01,21.76,73.36,100.76,10.54,26.89,16
4.7,9.95,40.49,54.43,0.3,22.94,4.07,123.25,21.56,74.44,101.54,10.53,27.05,16
4.43,10.05,39.74,53.35,0.25,22.38,3.64,123.18,21.54,73.92,100.44,11.87,26.72,16
4.24,10.77,40.45,54.43,0.7,23.51,3.81,124.65,21.66,73.0,100.3,11.17,27.01,16
3.8,10.54,39.18,50.85,0.57,21.26,3.51,119.13,21.39,72.25,99.61,12.19,27.37,16
5.28,11.45,42.31,56.14,0.49,24.42,4.42,125.12,21.72,74.82,102.91,11.22,28.53,16
4.75,11.76,41.75,55.73,0.45,22.91,3.73,121.08,21.02,73.75,101.82,11.68,27.14,16
4.26,10.23,39.55,51.14,0.65,21.2,3.25,114.08,19.94,69.88,97.02,9.84,25.99,16
3.89,9.7,38.05,51.01,0.54,21.36,3.32,120.5,21.57,74.46,98.61,10.04,26.05,16
4.27,10.08,38.77,51.26,0.42,20.39,3.58,118.24,20.79,73.4,97.89,10.36,26.2,16
4.89,10.74,41.3,53.75,0.56,23.11,3.87,122.76,22.58,76.07,100.35,11.16,27.53,16
5.0,10.69,41.57,55.29,0.41,24.13,4.13,123.7,22.04,74.53,100.21,12.03,27.84,16
3.93,10.53,39.46,52.57,0.41,22.76,3.62,121.71,21.25,73.03,99.19,11.39,27.6,16
4.28,10.23,38.65,51.51,0.46,22.46,3.42,119.08,21.34,72.49,98.45,11.37,27.05,16
4.41,10.46,39.15,51.31,0.59,22.46,3.32,119.49,21.16,72.22,98.95,10.51,27.2,16
5.74,10.76,38.62,51.03,0.53,21.43,3.49,118.11,20.55,71.78,98.16,11.13,27.57,16
5.04,10.93,40.11,51.82,0.52,22.02,3.36,119.2,21.36,72.39,98.98,10.48,26.64,16
4.04,10.86,38.74,50.48,0.48,20.91,2.92,114.8,20.67,70.83,98.15,10.45,26.37,16
4.67,10.81,40.57,54.8,0.75,22.67,4.14,124.97,21.94,76.69,101.13,10.74,27.57,16
5.45,10.71,40.22,54.49,0.41,22.16,3.98,123.14,22.9,75.71,101.23,10.74,27.65,16
5.44,10.79,39.85,53.21,0.51,22.55,3.47,119.59,21.17,75.42,101.21,10.67,28.1,16
4.83,10.09,38.92,50.73,0.41,22.03,3.79,118.83,21.79,74.51,99.13,11.59,27.07,16
4.64,10.73,38.6,51.38,0.4,21.32,3.86,118.19,21.63,74.61,98.51,11.83,27.55,16
4.38,9.21,37.93,50.45,0.27,21.16,3.53,117.99,20.18,72.19,98.99,10.5,27.55,16
4.76,10.42,39.52,51.87,0.7,22.23,3.95,120.24,21.62,73.46,99.75,11.22,27.12,16
5.18,10.88,41.73,54.98,0.54,23.94,4.11,123.78,22.36,75.85,103.9,12.33,27.4,16
5.47,11.78,42.77,56.23,0.5,23.55,3.75,125.07,21.27,74.79,102.69,11.36,27.75,16
4.41,11.25,40.36,52.84,0.48,21.43,3.65,119.31,20.93,73.23,100.05,11.44,26.81,16
4.21,9.72,37.71,50.54,0.64,20.63,3.25,120.04,20.44,74.79,98.76,9.91,26.85,16
4.48,9.12,38.62,50.49,0.39,21.46,2.76,119.16,21.59,72.85,98.31,10.9,27.62,16
5.49,10.98,40.46,53.05,0.65,22.86,4.1,120.34,21.66,75.27,100.21,10.7,27.95,16
5.22,10.49,38.08,50.97,0.65,22.07,3.89,118.04,22.03,73.86,100.24,11.22,27.33,16
5.04,10.96,39.9,53.36,0.44,23.31,3.49,121.9,21.89,74.34,101.46,11.48,27.4,16
5.39,10.65,40.96,54.43,0.61,23.52,3.93,123.71,22.38,74.03,101.63,10.95,27.58,16
4.44,10.62,39.27,51.53,0.32,21.99,3.93,120.86,21.5,73.3,100.64,11.11,27.81,16
4.85,11.19,40.34,53.56,0.46,24.09,3.58,124.2,22.43,74.79,103.02,11.87,28.16,16
4.65,10.97,39.9,52.61,0.44,22.77,3.57,122.68,21.78,73.85,101.25,11.32,27.3,16
4.59,10.0,39.12,50.87,0.34,21.5,3.77,117.98,20.65,70.59,98.41,11.37,26.63,16
3.78,9.28,36.35,49.61,0.48,19.06,3.37,114.54,20.64,73.26,95.86,9.84,25.34,16
4.9,10.37,38.93,50.79,0.51,20.98,3.0,119.5,21.31,75.03,98.79,11.01,26.78,16
5.05,10.78,39.48,52.7,0.65,22.19,3.97,120.9,21.82,75.66,101.22,11.77,27.97,16
4.43,10.46,39.6,51.4,0.54,21.35,3.44,118.44,21.55,75.05,99.56,10.7,27.02,16
4.96,10.3,39.46,49.98,0.28,22.35,3.86,120.61,22.33,74.44,100.29,11.36,27.17,16
5.23,11.36,41.05,55.52,0.56,24.37,3.49,123.85,22.33,75.73,100.76,10.98,27.49,16
5.02,10.28,39.89,52.65,0.3,23.22,3.51,121.09,21.78,73.71,100.83,11.13,27.57,16
4.97,10.9,39.08,52.51,0.44,22.43,3.94,121.31,21.47,73.0,99.7,11.37,27.37,16
4.93,9.5,38.84,50.37,0.63,21.26,3.67,116.32,20.42,70.14,96.61,10.63,26.47,16
3.66,8.85,35.81,47.39,0.4,18.96,3.54,109.99,18.12,67.61,93.33,10.72,25.21,16
4.66,9.18,36.64,49.33,0.32,19.86,3.43,115.21,21.16,73.78,95.64,9.69,26.39,16
5.68,10.84,40.3,52.43,0.49,22.2,3.95,119.66,22.41,75.78,99.64,10.51,26.81,16
5.18,10.22,38.78,52.59,0.51,22.22,3.88,119.59,21.76,75.69,100.4,11.06,27.46,16
4.97,9.82,40.41,54.15,0.56,22.16,4.14,120.35,21.99,76.6,101.44,11.17,27.63,16
4.52,10.13,38.17,51.12,0.6,20.77,3.99,115.88,21.08,72.27,98.06,10.18,26.78,16
4.42,10.0,39.37,51.34,0.59,22.11,4.46,117.03,21.51,72.83,99.63,10.56,27.77,16
4.61,10.04,38.25,50.42,0.56,21.7,4.2,117.63,21.07,72.74,97.67,10.5,27.13,16
4.21,9.22,37.76,48.94,0.63,21.39,3.36,115.4,20.43,71.99,97.77,10.45,27.26,16
3.91,9.37,36.71,48.37,0.49,20.42,3.43,111.43,19.45,69.29,94.61,9.94,25.45,16
3.79,8.7,35.31,46.49,0.62,19.74,3.46,105.58,18.4,66.59,91.87,10.14,24.86,16
3.98,10.34,37.81,50.97,0.34,21.0,2.7,113.89,20.13,72.62,97.37,9.88,26.17,16
5.04,11.57,39.38,53.32,0.84,22.34,3.54,117.72,21.45,73.2,98.99,11.35,26.73,16
4.77,11.49,39.22,52.82,0.65,21.87,3.41,117.83,20.87,72.72,98.9,11.38,27.26,16
4.57,11.16,38.66,51.92,0.46,21.91,3.5,117.41,20.48,72.11,98.8,11.64,26.63,16
5.7,12.05,40.61,53.41,0.86,23.46,3.59,121.76,21.15,72.8,99.16,11.9,27.4,16
5.18,12.92,42.89,55.06,0.49,23.4,3.67,124.73,22.32,74.1,100.37,11.95,27.67,16
4.78,11.37,39.15,52.3,0.6,21.7,3.48,120.54,20.6,71.88,98.86,11.29,27.65,16
4.98,11.7,41.84,54.3,0.44,23.18,3.91,122.01,21.79,72.35,101.5,11.24,28.15,16
4.91,12.79,43.08,54.81,0.55,24.26,3.64,123.51,21.62,74.27,101.98,11.46,28.03,16
6.73,13.68,46.23,60.59,0.63,26.68,5.15,129.07,22.84,74.85,105.83,12.27,29.13,16
4.89,11.32,39.14,54.14,0.53,22.74,4.0,119.47,21.38,74.08,99.8,10.83,27.36,16
5.45,11.59,39.96,54.07,0.55,23.0,4.13,120.02,21.66,73.58,98.98,11.04,27.2,16
5.91,12.43,40.93,55.91,0.65,23.5,3.41,121.1,22.28,73.59,100.02,12.07,27.89,16
5.34,12.16,39.72,52.56,0.42,22.33,3.45,119.12,21.39,72.55,98.49,12.05,27.99,16
5.6,11.99,39.63,53.04,0.57,22.32,3.99,121.14,20.99,73.44,101.24,11.46,27.0,16
6.23,13.29,43.61,57.89,0.55,25.13,3.8,127.95,21.89,75.19,103.52,12.27,28.28,16
4.86,12.15,40.29,52.92,0.57,23.69,3.93,123.9,20.97,73.31,100.71,11.7,27.81,16
5.06,12.02,39.37,51.74,0.62,21.05,3.86,118.58,20.86,71.12,99.96,11.51,27.39,16
5.72,12.99,44.3,56.38,0.55,25.08,4.21,124.13,22.14,73.82,103.97,11.48,28.4,16
5.43,12.35,42.66,54.24,0.77,23.73,4.35,123.6,21.0,74.15,102.61,11.49,28.32,16
3.74,10.81,38.72,52.07,0.71,21.07,2.69,118.91,21.08,72.75,98.7,9.46,25.98,16
4.53,10.16,35.83,48.74,0.65,19.11,3.55,115.57,19.83,71.22,96.47,10.07,26.3,16
4.86,11.38,39.61,53.14,0.61,22.32,3.22,120.3,20.68,72.51,99.71,10.68,26.56,16
4.66,12.39,40.6,54.63,0.45,23.24,2.95,122.25,20.96,73.19,101.06,11.07,27.33,16
5.45,12.31,41.53,55.37,0.54,23.54,4.0,124.34,21.56,73.68,102.8,11.73,27.02,16
5.06,11.98,40.48,53.77,0.64,22.24,3.42,123.06,21.26,73.38,101.8,11.39,27.39,16
5.73,12.55,41.68,54.86,0.72,24.89,4.44,126.38,21.47,73.74,100.83,12.03,26.96,16
5.31,12.56,40.97,53.98,0.5,23.23,3.52,122.12,21.09,72.0,100.52,11.95,26.85,16
5.33,12.41,42.23,55.23,0.58,23.97,4.01,122.17,21.65,73.12,101.93,11.74,27.56,16
6.43,13.26,44.56,57.97,0.76,24.82,4.43,124.93,21.89,74.0,103.91,11.52,27.95,16
4.35,11.25,38.34,52.35,0.44,21.12,2.56,120.88,20.93,73.8,99.9,10.43,25.67,16
4.26,10.99,40.43,54.01,0.57,22.05,3.76,122.81,20.73,74.12,100.73,11.3,26.39,16
4.28,11.71,38.96,52.2,0.57,22.11,3.7,120.08,20.94,73.42,99.95,10.87,27.37,16
5.36,12.56,41.81,55.4,0.68,24.0,3.39,124.85,21.77,75.34,101.68,11.71,27.53,16
5.01,12.15,40.16,53.58,0.72,23.38,3.85,124.22,21.27,75.14,101.53,12.57,27.29,16
4.56,11.57,40.67,53.47,0.59,22.66,3.65,125.8,20.82,74.29,102.43,11.48,27.21,16
5.67,12.45,40.97,53.72,0.38,23.49,3.78,125.97,21.53,74.56,102.46,11.65,27.7,16
5.72,12.36,42.92,55.84,0.51,24.36,3.73,125.62,21.7,74.79,103.0,11.65,27.89,16
4.98,12.21,41.23,53.99,0.39,23.38,3.09,120.77,20.76,72.06,101.97,11.31,27.0,16
5.14,12.31,41.26,53.42,0.48,22.83,3.47,119.6,20.75,71.45,99.34,10.76,27.4,16
4.79,10.29,38.0,51.52,0.36,20.97,3.11,119.76,21.79,71.38,98.19,10.21,25.95,16
4.73,10.99,38.22,51.14,0.91,20.52,3.03,119.52,21.95,73.5,99.54,10.6,25.92,16
4.49,10.95,39.34,51.74,0.31,22.02,3.07,121.39,22.15,74.57,100.19,10.32,26.1,16
5.43,11.3,40.35,53.53,0.46,23.5,3.64,124.24,21.89,74.23,100.88,11.52,26.78,16
5.74,11.27,39.94,53.59,0.55,22.68,3.58,123.22,20.84,73.43,99.35,12.46,26.18,16
4.83,12.19,41.23,55.33,0.7,23.49,3.42,124.25,21.3,73.07,101.27,11.62,26.68,16
4.67,11.42,39.42,51.05,0.5,22.09,4.03,120.44,20.21,72.39,99.37,11.9,27.12,16
5.85,12.03,42.8,56.39,0.64,25.47,4.05,125.2,21.73,74.82,102.14,11.6,28.1,16
5.01,12.56,41.56,54.41,0.6,24.24,4.34,122.64,20.77,72.83,100.77,11.88,26.76,16
4.81,11.41,39.21,50.9,0.58,22.37,3.34,115.3,19.12,70.17,97.61,11.16,25.1,16
4.62,10.84,38.21,50.57,0.48,21.04,2.96,118.86,20.73,74.61,98.24,10.43,25.56,16
5.46,10.37,38.67,51.31,0.72,20.88,3.26,117.1,20.5,73.09,97.46,10.48,26.2,16
6.08,12.17,41.07,53.42,0.51,23.53,3.96,122.19,21.91,74.97,100.25,10.89,28.05,16
6.22,11.26,41.88,55.38,0.4,23.42,3.86,122.71,21.67,74.58,100.44,11.67,27.37,16
4.73,11.59,39.47,53.04,0.68,22.33,3.6,120.55,20.74,74.59,98.56,11.45,27.69,16
4.21,11.42,38.97,50.73,0.53,22.53,3.46,119.37,19.98,72.72,99.52,10.63,26.74,16
5.29,11.44,39.63,52.35,0.52,22.72,3.59,118.72,20.07,72.14,98.36,11.06,26.27,16
5.4,10.53,39.64,51.88,0.7,22.6,3.78,118.31,20.65,72.46,98.95,11.76,27.24,16
5.03,12.18,40.28,52.34,0.3,22.49,3.44,118.48,20.27,72.65,98.17,11.05,26.77,16
4.65,11.07,40.03,50.33,0.83,21.44,3.06,114.93,19.63,70.6,96.5,10.07,25.55,16
4.43,11.42,40.7,54.67,0.68,22.92,3.2,123.82,22.45,75.83,100.29,10.53,27.0,16
4.93,11.92,41.03,53.68,0.66,23.49,3.44,122.83,21.68,76.12,100.83,10.95,27.44,16
5.06,11.12,39.96,52.41,0.34,23.05,3.17,120.18,21.77,74.17,99.93,10.81,27.13,16
4.74,11.06,38.46,51.86,0.53,21.7,3.64,117.96,21.65,72.95,98.37,11.08,27.11,16
4.58,11.37,38.78,51.43,0.3,22.88,3.98,118.23,21.68,74.0,98.67,11.4,27.41,16
4.51,10.88,38.0,50.39,0.78,21.87,3.42,118.0,21.01,73.31,98.49,10.56,26.48,16
4.69,11.46,40.09,52.9,0.44,22.89,3.49,120.44,20.66,72.15,99.48,11.28,26.72,16
5.09,12.49,41.67,54.56,0.46,24.69,3.77,123.31,22.3,74.32,102.1,11.8,28.01,16
5.19,12.7,41.85,56.15,0.42,24.62,3.77,124.05,21.82,74.98,101.61,11.78,27.57,16
5.46,11.8,40.56,53.28,0.27,23.45,3.33,118.26,20.46,72.21,98.97,10.97,27.47,16
