365nm,405nm,473nm,530nm,575nm,621nm,660nm,735nm,770nm,830nm,850nm,890nm,940nm,label
0.7848426461143224,0.8194726166328601,0.780609922621757,0.5317853064331938,0.4415584415584415,0.5746013667425968,0.608786610878661,0.41845811712379505,0.45604395604395603,0.5045731707317075,0.3991769547325105,0.20652173913043484,0.3360655737704919,0
0.791907514450867,0.8732251521298174,0.8259748141404947,0.6402740768937953,0.33116883116883117,0.6480637813211844,0.7092050209205022,0.5248332097850258,0.6923076923076926,0.586890243902439,0.4808935920047034,0.4057971014492753,0.45901639344262285,0
0.8156711624919717,0.8323191345503719,0.8108026096191777,0.5690902169775408,0.3766233766233766,0.6287015945330294,0.7186192468619248,0.5641215715344698,0.5975274725274726,0.5663109756097564,0.516166960611405,0.37137681159420294,0.5546448087431697,0
0.8163134232498395,0.8336713995943205,0.807313002579275,0.5420631899505138,0.2987012987012987,0.6178815489749429,0.6830543933054394,0.5196441808747218,0.5796703296703299,0.4702743902439024,0.5314520870076428,0.47644927536231885,0.5081967213114758,0
0.861271676300578,0.8826910074374577,0.8578364436352603,0.6798629615531024,0.4350649350649351,0.6782460136674259,0.7468619246861925,0.6645663454410671,0.603021978021978,0.5914634146341465,0.5461493239271019,0.5942028985507247,0.528688524590164,0
0.844572896596018,0.8901284651791751,0.8757396449704142,0.6851922344880093,0.2597402597402597,0.7118451025056947,0.6673640167364017,0.7857672349888807,0.625,0.634146341463415,0.6796002351557906,0.5543478260869564,0.5546448087431697,0
0.8208092485549132,0.8147396889790399,0.827947200728266,0.5622382946326607,0.33766233766233766,0.5928246013667425,0.6443514644351465,0.6104521868050407,0.5164835164835166,0.4626524390243906,0.5473251028806584,0.4528985507246376,0.5273224043715846,0
0.7694283879254977,0.8725490196078431,0.8623881049916554,0.6516939474685953,0.33116883116883117,0.6873576309794988,0.7123430962343097,0.6790214974054852,0.44780219780219793,0.5099085365853666,0.6584362139917695,0.4510869565217391,0.5560109289617486,0
0.8458574181117533,0.9006085192697769,0.8840843574571388,0.6497906357061288,0.41558441558441556,0.716400911161731,0.6997907949790794,0.7168272794662708,0.5989010989010992,0.6211890243902441,0.7295708406819513,0.4130434782608697,0.605191256830601,0
0.9627488760436737,0.9966193373901284,0.9957517827340314,0.9101636848115722,0.5844155844155844,0.895785876993166,1.0,0.942920681986656,0.8145604395604394,0.7743902439024396,0.9141681363903582,0.5507246376811594,0.7172131147540983,0
0.8330122029543995,0.8749154834347531,0.8274920345926264,0.681766273315569,0.33766233766233766,0.6474943052391797,0.6485355648535565,0.6319495922905854,0.668956043956044,0.7134146341463422,0.5584950029394472,0.4184782608695652,0.3428961748633882,0
0.8188824662813102,0.8654496281271129,0.8355333029889245,0.6695850780357823,0.35714285714285715,0.6981776765375852,0.7092050209205022,0.6063750926612305,0.726648351648352,0.5990853658536593,0.5367430922986482,0.5706521739130433,0.3811475409836064,0
0.8497109826589595,0.8684922244759973,0.8390229100288272,0.7027027027027025,0.41558441558441556,0.7499999999999998,0.7196652719665272,0.6664195700518898,0.7486263736263739,0.6402439024390246,0.5314520870076428,0.6322463768115941,0.5382513661202187,0
0.7527296082209377,0.8356997971602435,0.8085267789409802,0.5709935287400077,0.45454545454545453,0.6156036446469246,0.653765690376569,0.5700518902891027,0.603021978021978,0.485518292682927,0.5385067607289826,0.5289855072463767,0.5040983606557379,0
0.7848426461143224,0.8377281947261663,0.8232438173266576,0.5629996193376475,0.39610389610389607,0.6554669703872436,0.6893305439330544,0.6730911786508522,0.631868131868132,0.5472560975609759,0.5455614344503232,0.443840579710145,0.5068306010928962,0
0.8625561978163134,0.9320486815415823,0.9129115460476408,0.7731252379139703,0.35064935064935066,0.817767653758542,0.8023012552301255,0.9125277983691619,0.7307692307692307,0.711890243902439,0.7360376249265134,0.6431159420289855,0.5724043715846996,0
0.8285163776493256,0.847870182555781,0.8394780761644667,0.6121050628092882,0.7272727272727272,0.6919134396355351,0.7008368200836821,0.7331356560415122,0.7005494505494506,0.5998475609756099,0.5755437977660202,0.5090579710144927,0.42622950819672145,0
0.7713551701991008,0.8451656524678837,0.8101957214383251,0.5374952417205938,0.2532467532467533,0.6207289293849657,0.6788702928870293,0.5607857672349886,0.5851648351648353,0.48780487804878075,0.5185185185185188,0.49275362318840576,0.4357923497267761,0
0.9043031470777136,0.9178498985801217,0.9154908208162646,0.7563760944042635,0.2532467532467533,0.7744874715261957,0.8043933054393304,0.7472201630837655,0.6126373626373627,0.6699695121951222,0.6878306878306878,0.4565217391304349,0.530054644808743,0
0.8169556840077071,0.8975659229208924,0.8725534820209377,0.6513132851161021,0.5,0.7107061503416856,0.7594142259414225,0.6723498888065232,0.6277472527472527,0.5426829268292684,0.7313345091122866,0.3532608695652175,0.4972677595628416,0
0.7418111753371869,0.8157538877620013,0.8032165073585192,0.589645984012181,0.4220779220779221,0.603644646924829,0.6673640167364017,0.5896960711638248,0.5934065934065934,0.6021341463414637,0.5520282186948853,0.26086956521739146,0.32786885245901665,0
0.6274887604367373,0.7204192021636241,0.7235624336216052,0.407308717167872,0.33116883116883117,0.4533029612756262,0.5366108786610878,0.41586360266864336,0.5,0.4443597560975618,0.3809523809523811,0.29891304347826086,0.3005464480874316,0
0.7880539499036608,0.8272481406355646,0.8179335457441966,0.5980205557670345,0.2662337662337662,0.6378132118451024,0.6705020920502092,0.6408450704225348,0.6057692307692307,0.5998475609756099,0.4979423868312755,0.36775362318840593,0.41256830601092886,0
0.8111753371868979,0.8563218390804598,0.8388711879836142,0.6555005709935288,0.40909090909090906,0.6195899772209565,0.6956066945606695,0.6819866567828017,0.6607142857142859,0.6905487804878048,0.6143445032333921,0.5126811594202897,0.43032786885245927,0
0.831727681438664,0.8884381338742393,0.8531330602336521,0.7205938332698897,0.3051948051948052,0.7015945330296127,0.6767782426778243,0.770570793180133,0.6785714285714286,0.6150914634146345,0.6578483245149909,0.443840579710145,0.4071038251366121,0
0.7732819524727039,0.8519269776876267,0.8273403125474132,0.602969166349448,0.2727272727272727,0.6628701594533029,0.6098326359832635,0.7661230541141586,0.6442307692307693,0.6310975609756097,0.6161081716637272,0.49094202898550726,0.5109289617486341,0
0.8291586384071933,0.9087221095334684,0.8777120315581856,0.6928054815378758,0.3766233766233766,0.7761958997722094,0.801255230125523,0.850259451445515,0.6895604395604399,0.5929878048780487,0.631393298059965,0.5797101449275363,0.5013661202185794,0
0.7341040462427746,0.7988505747126436,0.8368988013958428,0.5824133993148077,0.2857142857142857,0.6993166287015943,0.6506276150627616,0.7142327650111191,0.5892857142857145,0.5350609756097567,0.5596707818930037,0.42210144927536225,0.42622950819672145,0
0.8015414258188824,0.8762677484787018,0.8896980731300258,0.6406547392462886,0.33116883116883117,0.7124145785876991,0.7092050209205022,0.675685693106004,0.6085164835164834,0.5685975609756102,0.5673133450911231,0.4510869565217391,0.4508196721311476,0
0.8689788053949903,0.9283299526707233,0.9256561978455471,0.7925390178911305,0.4220779220779221,0.7727790432801821,0.8274058577405857,0.7924388435878426,0.668956043956044,0.6120426829268292,0.7466196355085244,0.3442028985507246,0.5423497267759566,0
0.7238278741168914,0.8343475321162948,0.7979062357760583,0.5816520746098209,0.3766233766233766,0.6178815489749429,0.6370292887029289,0.6534469977761302,0.668956043956044,0.6638719512195126,0.5726043503821285,0.3568840579710145,0.3961748633879784,0
