eigenvalue,explained_variance_ratio,cumulative_evr
0.19944739101588885,0.8942173000964796,0.8942173000964796
0.014055223800780269,0.06301623809350435,0.9572335381899839
0.007256162584190431,0.03253282021913715,0.9897663584091211
0.0012711422584146116,0.005699133954915975,0.995465492364037
0.0008028512349600148,0.0035995630729903903,0.9990650554370274
0.00020853125276065277,0.0009349445629725599,1.0
